word,ud_test_head,ud_test_deprel,ud_preds_head,ud_preds_deprel,str_test_head,str_test_deprel,str_preds_head,str_preds_deprel,ellipsis
или,24,cc,24,cc,19,сочин,19,сочин,0
виртуальной,24,amod,24,amod,24,опред,24,опред,0
корпорации,19,conj,19,conj,22,соч-союзн,22,соч-союзн,0
-,5,punct,5,punct,5,punct,5,punct,0
доступна,0,root,0,root,0,root,0,root,0
любой,28,det,28,det,28,опред,28,опред,0
компании,26,iobj,26,iobj,26,1-компл,26,1-компл,0
.,26,punct,26,punct,26,punct,26,punct,0
но,5,cc,5,cc,0,root,0,root,0
эти,3,det,3,det,3,опред,3,опред,0
случаи,5,nsubj,5,nsubj,4,предик,4,предик,0
были,5,cop,5,cop,1,соч-союзн,1,соч-союзн,0
исключением,0,root,0,root,4,присвяз,4,присвяз,0
",",15,punct,15,punct,15,punct,15,punct,0
рассчитывать,15,xcomp,15,xcomp,15,1-компл,15,1-компл,0
постоянно,7,advmod,7,advmod,7,обст,7,обст,0
на,11,case,11,case,7,1-компл,7,1-компл,0
прямую,11,amod,11,amod,11,опред,11,опред,0
помощь,7,obl,7,obl,9,предл,9,предл,0
брата,11,nmod,11,nmod,11,квазиагент,11,квазиагент,0
альберт,15,nsubj,15,nsubj,15,предик,15,предик,0
не,15,advmod,15,advmod,15,огранич,15,огранич,0
мог,5,conj,5,conj,4,сент-соч,4,сент-соч,0
.,5,punct,5,punct,5,punct,5,punct,0
"""",2,punct,2,punct,2,punct,2,punct,0
булька,0,root,0,root,5,1-компл,0,root,0
?,2,punct,2,punct,2,punct,2,punct,0
-,5,punct,5,punct,5,punct,5,punct,0
уточнил,2,parataxis,2,parataxis,0,root,2,вводн,0
окуджава,5,nsubj,5,nsubj,5,предик,5,предик,0
.,2,punct,2,punct,2,punct,2,punct,0
под,2,case,2,case,3,2-компл,3,1-компл,0
бампером,3,obl,3,obl,1,предл,1,предл,0
прячутся,0,root,0,root,0,root,0,root,0
четыре,6,nummod:gov,6,nummod:gov,6,количест,6,количест,0
инфракрасных,6,amod,6,amod,6,опред,6,опред,0
датчика,3,nsubj,3,nsubj,3,предик,3,предик,0
",",9,punct,9,punct,9,punct,9,punct,0
не,9,advmod,9,advmod,9,огранич,9,огранич,0
дающие,6,acl,6,acl,6,опред,6,опред,0
роботу,9,iobj,9,iobj,9,2-компл,9,2-компл,0
упасть,9,xcomp,9,xcomp,9,1-компл,9,1-компл,0
со,13,case,13,case,11,1-компл,11,1-компл,0
ступеньки,11,obl,11,obl,12,предл,12,предл,0
(,19,punct,19,punct,19,punct,19,punct,0
в,17,case,17,case,19,обст,19,обст,0
нашем,17,det,17,det,17,опред,17,опред,0
соревновании,19,obl,19,obl,15,предл,15,предл,0
они,19,nsubj,19,nsubj,19,предик,19,предик,0
бесполезны,13,parataxis,13,parataxis,13,примыкат,13,примыкат,0
),19,punct,19,punct,19,punct,19,punct,0
.,3,punct,3,punct,3,punct,3,punct,0
сегодня,4,advmod,4,advmod,4,обст,4,обст,0
синхронное,3,amod,3,amod,3,опред,3,опред,0
плавание,4,nsubj:pass,4,nsubj:pass,4,предик,4,предик,0
культивируется,0,root,0,root,0,root,0,root,0
в,7,case,7,case,4,обст,4,обст,0
21,7,nummod,7,nummod,7,количест,7,количест,0
субъекте,4,obl,4,obl,5,предл,5,предл,0
рф,7,nmod,7,nmod,7,1-компл,7,квазиагент,0
",",10,punct,10,punct,10,punct,10,punct,0
работают,4,conj,4,conj,4,сент-соч,4,сент-соч,0
десятки,10,nsubj,10,nsubj,10,предик,10,предик,0
сдюшор,11,nmod,11,nmod,11,квазиагент,11,квазиагент,0
",",14,punct,14,punct,14,punct,14,punct,0
дюсш,12,conj,12,conj,12,сочин,12,сочин,0
и,16,cc,16,cc,14,сочин,14,сочин,0
секций,12,conj,12,conj,15,соч-союзн,15,соч-союзн,0
синхронного,18,amod,18,amod,18,опред,18,опред,0
плавания,16,nmod,16,nmod,16,1-компл,16,1-компл,0
",",23,punct,23,punct,23,punct,23,punct,0
количество,23,nsubj,23,nsubj,23,предик,23,предик,0
занимающихся,22,amod,22,amod,22,опред,22,опред,0
спортсменок,20,nmod,20,nmod,20,квазиагент,20,квазиагент,0
достигло,4,conj,4,conj,10,сент-соч,10,сент-соч,0
6,25,nummod,25,nummod,25,количест,25,количест,0
тыс.,26,nummod,26,nummod,23,1-компл,23,1-компл,0
чел,23,obl,23,obl,25,квазиагент,25,квазиагент,0
",",30,punct,30,punct,30,punct,30,punct,0
с,29,case,29,case,30,обст,30,обст,0
которыми,30,obl,30,obl,28,предл,28,предл,0
работают,26,acl:relcl,26,acl:relcl,26,релят,26,релят,0
ок.,33,case,33,case,30,предик,30,предик,0
150,33,nummod,33,nummod,33,количест,33,количест,0
специалистов,30,nsubj,30,nsubj,31,предл,31,предл,0
.,4,punct,4,punct,4,punct,4,punct,0
в,3,case,3,case,5,обст,5,обст,0
1906,3,amod,3,amod,3,опред,3,опред,0
году,5,obl,5,obl,1,предл,1,предл,0
я,5,nsubj:pass,5,nsubj:pass,5,предик,5,предик,0
сдал,0,root,0,root,0,root,0,root,0
вступительные,7,amod,7,amod,7,опред,7,опред,0
экзамены,5,obj,5,obj,5,1-компл,5,1-компл,0
и,10,cc,10,cc,5,сочин,5,сочин,0
был,10,aux:pass,10,aux:pass,8,соч-союзн,8,соч-союзн,0
зачислен,5,conj,5,conj,9,пасс-анал,9,пасс-анал,0
в,13,case,13,case,10,2-компл,10,2-компл,0
фельдшерскую,13,amod,13,amod,13,опред,13,опред,0
школу,10,obl,10,obl,11,предл,11,предл,0
города,13,nmod,13,nmod,13,атриб,13,атриб,0
курска,14,appos,14,appos,14,аппоз,14,аппоз,0
.,5,punct,5,punct,5,punct,5,punct,0
томас,5,nsubj,5,nsubj,5,предик,5,предик,0
харлан,1,appos,1,appos,1,аппоз,1,аппоз,0
в,4,case,4,case,5,обст,5,обст,0
пятидесятых,5,obl,5,obl,3,предл,3,предл,0
поставил,0,root,0,root,0,root,0,root,0
в,7,case,7,case,5,обст,5,обст,0
германии,5,obl,5,obl,6,предл,6,предл,0
спектакль,5,obj,5,obj,5,1-компл,5,1-компл,0
о,10,case,10,case,5,обст,8,1-компл,0
преступлениях,5,obl,8,nmod,9,предл,9,предл,0
нацизма,10,nmod,10,nmod,10,квазиагент,10,1-компл,0
",",26,punct,26,punct,26,punct,26,punct,0
и,26,cc,26,cc,5,сент-соч,5,сент-соч,0
те,26,nsubj,26,nsubj,26,предик,26,предик,0
",",18,punct,18,punct,18,punct,18,punct,0
кого,18,obj,18,obj,18,1-компл,18,1-компл,0
он,18,nsubj,18,nsubj,18,предик,18,предик,0
назвал,14,acl:relcl,14,acl:relcl,14,релят,14,релят,0
по,20,case,20,case,18,обст,18,обст,0
имени,18,obl,18,obl,19,предл,19,предл,0
",",14,punct,24,punct,14,punct,14,punct,0
будучи,24,cop,24,cop,26,обст,26,обст,0
при,24,case,24,case,22,присвяз,22,присвяз,0
должностях,26,obl,26,advcl,23,предл,23,предл,0
",",24,punct,24,punct,24,punct,24,punct,0
возбудили,5,conj,5,conj,13,соч-союзн,13,соч-союзн,0
против,28,case,28,case,26,обст,26,обст,0
него,26,obl,26,obl,27,предл,27,предл,0
дело,26,obj,26,obj,26,1-компл,26,1-компл,0
.,5,punct,5,punct,5,punct,5,punct,0
в,3,case,3,case,7,обст,7,обст,0
первом,3,amod,3,amod,3,опред,3,опред,0
полугодии,7,obl,7,obl,1,предл,1,предл,0
этого,5,det,5,det,5,опред,5,опред,0
года,3,nmod,3,nmod,3,квазиагент,3,квазиагент,0
он,7,nsubj,7,nsubj,7,предик,7,предик,0
составил,0,root,0,root,0,root,0,root,0
46,9,nummod,9,nummod,9,количест,9,количест,0
миллиардов,10,nummod,10,nummod,7,1-компл,7,1-компл,0
долларов,7,obl,7,obl,9,квазиагент,9,квазиагент,0
.,7,punct,7,punct,7,punct,7,punct,0
завидно,0,root,0,root,0,root,0,root,0
.,1,punct,1,punct,1,punct,1,punct,0
таким,2,det,2,det,2,опред,2,опред,0
образом,5,parataxis,5,parataxis,5,вводн,5,вводн,0
",",2,punct,2,punct,2,punct,2,punct,0
не,5,advmod,5,advmod,5,огранич,5,огранич,0
исключено,0,root,0,root,0,root,0,root,0
",",22,punct,22,punct,22,punct,22,punct,0
что,22,mark,22,mark,5,предик,5,предик,0
нынешний,9,amod,9,amod,9,опред,9,опред,0
период,22,nsubj,22,nsubj,22,предик,22,предик,0
",",11,punct,11,punct,11,punct,11,punct,0
характеризующийся,9,acl,9,acl,9,опред,9,опред,0
относительно,13,obl,13,obl,13,огранич,13,огранич,0
малым,14,amod,14,amod,14,опред,14,опред,0
числом,11,obl,11,obl,11,1-компл,11,1-компл,0
подвижек,14,nmod,14,nmod,14,квазиагент,14,квазиагент,0
ледников,15,nmod,15,nmod,15,1-компл,15,квазиагент,0
",",16,punct,16,punct,16,punct,16,punct,0
-,9,punct,9,punct,9,punct,9,punct,0
своеобразная,22,amod,22,amod,22,опред,22,опред,0
временная,22,amod,22,amod,22,опред,22,опред,0
"""",22,punct,22,punct,22,punct,22,punct,0
седловина,5,ccomp,5,ccomp,7,подч-союзн,7,подч-союзн,0
"""",22,punct,22,punct,22,punct,22,punct,0
",",25,punct,25,punct,25,punct,25,punct,0
разделяющая,22,acl,22,acl,22,опред,22,опред,0
коротко,27,compound,27,obl,27,композ,27,огранич,0
периодное,28,amod,28,amod,28,опред,28,опред,0
потепление,25,obj,25,obj,25,1-компл,25,1-компл,0
от,32,case,32,case,25,2-компл,25,2-компл,0
последующего,32,amod,32,amod,32,опред,32,опред,0
резкого,32,amod,32,amod,32,опред,32,опред,0
похолодания,25,obl,25,obl,29,предл,29,предл,0
"""",32,punct,32,punct,32,punct,32,punct,0
.,5,punct,5,punct,5,punct,5,punct,0
делала,0,root,0,root,0,root,0,root,0
она,1,nsubj,1,nsubj,1,предик,1,предик,0
там,1,advmod,1,advmod,1,обст,1,обст,0
самое,5,det,5,amod,5,опред,5,опред,0
простое,1,obj,1,obj,1,1-компл,1,1-компл,0
:,7,punct,7,punct,7,punct,7,punct,0
смешивала,5,parataxis,5,parataxis,5,разъяснит,5,разъяснит,0
краски,7,obj,7,obj,7,1-компл,7,1-компл,0
в,10,case,10,case,7,обст,7,обст,0
подсобке,7,obl,7,obl,9,предл,9,предл,0
",",15,punct,15,punct,15,punct,15,punct,0
где,15,advmod,15,advmod,15,2-компл,15,обст,0
ее,15,obj,15,obj,15,1-компл,15,1-компл,0
и,15,advmod,15,advmod,15,огранич,15,огранич,0
заметил,10,acl:relcl,10,acl:relcl,10,релят,10,релят,0
павел,15,nsubj,15,nsubj,15,предик,15,предик,0
мохов,16,flat:name,16,flat:name,16,аппоз,16,аппоз,0
",",17,punct,17,punct,17,punct,20,punct,0
мой,20,det,20,det,20,опред,20,опред,0
отец,16,appos,16,appos,16,об-аппоз,16,об-аппоз,0
.,1,punct,1,punct,1,punct,1,punct,0
за,2,case,2,case,3,1-компл,4,присвяз,0
колбасой,3,nmod,4,obl,1,предл,1,предл,0
очереди,4,nsubj,4,nsubj,4,предик,4,предик,0
были,0,root,0,root,0,root,0,root,0
",",8,punct,8,punct,8,punct,8,punct,0
хоть,8,mark,8,mark,4,обст,4,обст,0
и,8,advmod,8,advmod,8,огранич,8,огранич,0
говорят,4,advcl,4,advcl,6,подч-союзн,6,подч-союзн,0
",",12,punct,12,punct,12,punct,12,punct,0
что,12,mark,12,mark,8,1-компл,8,1-компл,0
москва,12,nsubj,12,nsubj,12,предик,12,предик,0
жировала,8,ccomp,8,ccomp,10,подч-союзн,10,подч-союзн,0
.,4,punct,4,punct,4,punct,4,punct,0
возвращаться,4,csubj,4,csubj,4,предик,4,предик,0
каждый,3,det,3,det,3,опред,3,опред,0
раз,4,obl,4,obl:tmod,4,обст,4,обст,0
приходилось,0,root,0,root,0,root,0,root,0
ни,7,advmod,7,advmod,6,огранич,6,огранич,0
с,7,case,7,case,4,обст,4,обст,0
чем,4,obl,4,obl,6,предл,6,предл,0
:,13,punct,13,punct,13,punct,13,punct,0
первые,10,amod,10,amod,10,опред,10,опред,0
шесть,11,nummod:gov,11,nummod:gov,11,количест,11,количест,0
гонок,13,obl,13,obl,13,1-компл,13,1-компл,0
биатлонисты,13,nsubj,13,nsubj,13,предик,13,предик,0
проиграли,7,parataxis,4,parataxis,7,разъяснит,4,разъяснит,0
.,4,punct,4,punct,4,punct,4,punct,0
каждую,2,det,2,det,2,опред,2,опред,0
перемену,4,obj,4,obj,4,1-компл,4,1-компл,0
он,4,nsubj,4,nsubj,4,предик,4,предик,0
воспринимал,0,root,0,root,0,root,0,root,0
как,6,mark,6,mark,2,сравнит,4,2-компл,0
должное,2,amod,4,advcl,5,сравн-союзн,5,сравн-союзн,0
и,11,cc,11,cc,4,сочин,4,сочин,0
сразу,11,advmod,11,advmod,11,огранич,11,обст,0
в,10,case,10,case,11,1-компл,11,1-компл,0
нее,11,obl,11,obl,9,предл,9,предл,0
врастал,4,conj,4,conj,7,соч-союзн,7,соч-союзн,0
.,4,punct,4,punct,4,punct,4,punct,0
первый,2,amod,2,amod,2,опред,2,опред,0
всероссийский,0,root,0,root,0,root,0,root,0
.,2,punct,2,punct,2,punct,2,punct,0
таким,2,det,2,det,2,опред,2,опред,0
образом,4,parataxis,4,parataxis,4,вводн,4,вводн,0
",",2,punct,2,punct,2,punct,2,punct,0
наступало,0,root,0,root,0,root,0,root,0
как,7,obl,7,advmod,7,огранич,7,огранич,0
бы,5,fixed,5,fixed,5,вспом,5,вспом,0
равновесие,4,nsubj,4,nsubj,4,предик,4,предик,0
.,4,punct,4,punct,4,punct,4,punct,0
у,3,case,3,case,7,1-компл,7,1-компл,0
фельдшерских,3,amod,3,amod,3,опред,3,опред,0
пунктов,7,obl,7,obl,1,предл,1,предл,0
на,5,case,5,case,3,атриб,7,присвяз,0
селе,3,nmod,7,obl,4,предл,4,предл,0
не,7,advmod,7,advmod,7,огранич,7,огранич,0
было,0,root,0,root,0,root,0,root,0
своего,9,det,9,det,9,опред,9,опред,0
транспорта,7,nsubj,7,nsubj,7,предик,7,предик,0
.,7,punct,7,punct,7,punct,7,punct,0
в,3,case,3,case,7,обст,7,обст,0
соседней,3,amod,3,amod,3,опред,3,опред,0
комнате,8,obl,8,obl,1,предл,1,предл,0
через,6,case,6,case,7,обст,7,обст,0
открытую,6,amod,6,amod,6,опред,6,опред,0
дверь,8,obl,8,obl,4,предл,4,предл,0
были,8,cop,8,cop,0,root,0,root,0
видны,0,root,0,root,7,присвяз,7,присвяз,0
две,10,nummod:gov,10,nummod:gov,10,количест,10,количест,0
барышни,8,nsubj,8,nsubj,7,предик,7,предик,0
",",12,punct,12,punct,12,punct,12,punct,0
стучащие,10,acl,10,acl,10,опред,10,опред,0
на,14,case,14,case,12,обст,12,обст,0
ундервудах,12,obl,12,obl,13,предл,13,предл,0
.,8,punct,8,punct,8,punct,8,punct,0
в,3,case,3,case,7,обст,7,обст,0
xix,3,amod,3,amod,3,опред,3,опред,0
веке,7,nmod,7,nmod,1,предл,1,предл,0
